transaction_id,account_id,customer_id,aml_risk_score,aml_risk_band,aml_risk_reasons
TXN0003810,ACCT000268,CUST000165,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003811,ACCT000150,CUST000491,0,Info,No material AML indicators
TXN0003812,ACCT000580,CUST000318,8,Info,Cross-border transaction
TXN0003813,ACCT000049,CUST000110,8,Info,Cross-border transaction
TXN0003814,ACCT000166,CUST000232,8,Info,Cross-border transaction
TXN0003815,ACCT000299,CUST000282,8,Info,Cross-border transaction
TXN0003816,ACCT000110,CUST000060,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003817,ACCT000642,CUST000009,8,Info,Cross-border transaction
TXN0003818,ACCT000242,CUST000311,63,Medium,High-risk jurisdiction exposure; Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003819,ACCT000170,CUST000342,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003820,ACCT000178,CUST000186,8,Info,Cross-border transaction
TXN0003821,ACCT000135,CUST000384,8,Info,Cross-border transaction
TXN0003822,ACCT000465,CUST000372,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0003823,ACCT000337,CUST000439,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003824,ACCT000162,CUST000111,8,Info,Cross-border transaction
TXN0003825,ACCT000612,CUST000248,8,Info,Cross-border transaction
TXN0003826,ACCT000460,CUST000438,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003827,ACCT000283,CUST000442,8,Info,Cross-border transaction
TXN0003828,ACCT000360,CUST000349,8,Info,Cross-border transaction
TXN0003829,ACCT000460,CUST000438,8,Info,Cross-border transaction
TXN0003830,ACCT000107,CUST000226,8,Info,Cross-border transaction
TXN0003831,ACCT000566,CUST000127,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003832,ACCT000181,CUST000096,0,Info,No material AML indicators
TXN0003833,ACCT000021,CUST000219,8,Info,Cross-border transaction
TXN0003834,ACCT000366,CUST000282,8,Info,Cross-border transaction
TXN0003835,ACCT000614,CUST000309,0,Info,No material AML indicators
TXN0003836,ACCT000514,CUST000295,8,Info,Cross-border transaction
TXN0003837,ACCT000216,CUST000216,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003838,ACCT000279,CUST000354,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003839,ACCT000418,CUST000124,8,Info,Cross-border transaction
TXN0003840,ACCT000163,CUST000431,8,Info,Cross-border transaction
TXN0003841,ACCT000575,CUST000456,8,Info,Cross-border transaction
TXN0003842,ACCT000207,CUST000206,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003843,ACCT000152,CUST000370,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003844,ACCT000067,CUST000111,8,Info,Cross-border transaction
TXN0003845,ACCT000486,CUST000155,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003846,ACCT000018,CUST000338,8,Info,Cross-border transaction
TXN0003847,ACCT000564,CUST000033,8,Info,Cross-border transaction
TXN0003848,ACCT000682,CUST000438,8,Info,Cross-border transaction
TXN0003849,ACCT000078,CUST000468,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003850,ACCT000068,CUST000176,8,Info,Cross-border transaction
TXN0003851,ACCT000655,CUST000004,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003852,ACCT000088,CUST000495,53,Medium,Structuring pattern indicator; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003853,ACCT000286,CUST000309,8,Info,Cross-border transaction
TXN0003854,ACCT000610,CUST000308,75,High,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003855,ACCT000098,CUST000340,8,Info,Cross-border transaction
TXN0003856,ACCT000465,CUST000372,8,Info,Cross-border transaction
TXN0003857,ACCT000268,CUST000165,8,Info,Cross-border transaction
TXN0003858,ACCT000306,CUST000075,0,Info,No material AML indicators
TXN0003859,ACCT000652,CUST000454,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003860,ACCT000455,CUST000341,8,Info,Cross-border transaction
TXN0003861,ACCT000224,CUST000263,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003862,ACCT000655,CUST000004,8,Info,Cross-border transaction
TXN0003863,ACCT000407,CUST000235,8,Info,Cross-border transaction
TXN0003864,ACCT000070,CUST000109,8,Info,Cross-border transaction
TXN0003865,ACCT000275,CUST000247,0,Info,No material AML indicators
TXN0003866,ACCT000171,CUST000177,8,Info,Cross-border transaction
TXN0003867,ACCT000450,CUST000253,8,Info,Cross-border transaction
TXN0003868,ACCT000603,CUST000244,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003869,ACCT000028,CUST000158,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003870,ACCT000547,CUST000057,0,Info,No material AML indicators
TXN0003871,ACCT000642,CUST000009,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003872,ACCT000696,CUST000196,8,Info,Cross-border transaction
TXN0003873,ACCT000463,CUST000415,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003874,ACCT000220,CUST000229,8,Info,Cross-border transaction
TXN0003875,ACCT000102,CUST000500,8,Info,Cross-border transaction
TXN0003876,ACCT000662,CUST000111,0,Info,No material AML indicators
TXN0003877,ACCT000289,CUST000273,8,Info,Cross-border transaction
TXN0003878,ACCT000241,CUST000376,8,Info,Cross-border transaction
TXN0003879,ACCT000514,CUST000295,8,Info,Cross-border transaction
TXN0003880,ACCT000501,CUST000310,8,Info,Cross-border transaction
TXN0003881,ACCT000567,CUST000192,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003882,ACCT000618,CUST000108,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003883,ACCT000614,CUST000309,0,Info,No material AML indicators
TXN0003884,ACCT000120,CUST000083,8,Info,Cross-border transaction
TXN0003885,ACCT000119,CUST000452,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003886,ACCT000144,CUST000340,0,Info,No material AML indicators
TXN0003887,ACCT000440,CUST000092,8,Info,Cross-border transaction
TXN0003888,ACCT000407,CUST000235,8,Info,Cross-border transaction
TXN0003889,ACCT000601,CUST000104,8,Info,Cross-border transaction
TXN0003890,ACCT000591,CUST000106,8,Info,Cross-border transaction
TXN0003891,ACCT000570,CUST000493,8,Info,Cross-border transaction
TXN0003892,ACCT000056,CUST000258,8,Info,Cross-border transaction
TXN0003893,ACCT000487,CUST000457,0,Info,No material AML indicators
TXN0003894,ACCT000596,CUST000322,0,Info,No material AML indicators
TXN0003895,ACCT000688,CUST000483,8,Info,Cross-border transaction
TXN0003896,ACCT000241,CUST000376,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003897,ACCT000544,CUST000372,0,Info,No material AML indicators
TXN0003898,ACCT000285,CUST000285,8,Info,Cross-border transaction
TXN0003899,ACCT000113,CUST000320,8,Info,Cross-border transaction
TXN0003900,ACCT000238,CUST000466,8,Info,Cross-border transaction
TXN0003901,ACCT000176,CUST000136,0,Info,No material AML indicators
TXN0003902,ACCT000639,CUST000033,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003903,ACCT000123,CUST000101,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003904,ACCT000092,CUST000290,8,Info,Cross-border transaction
TXN0003905,ACCT000406,CUST000074,8,Info,Cross-border transaction
TXN0003906,ACCT000402,CUST000077,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003907,ACCT000393,CUST000063,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003908,ACCT000104,CUST000247,8,Info,Cross-border transaction
TXN0003909,ACCT000349,CUST000302,0,Info,No material AML indicators
TXN0003910,ACCT000651,CUST000006,8,Info,Cross-border transaction
TXN0003911,ACCT000063,CUST000394,8,Info,Cross-border transaction
TXN0003912,ACCT000559,CUST000321,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003913,ACCT000089,CUST000405,8,Info,Cross-border transaction
TXN0003914,ACCT000164,CUST000226,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003915,ACCT000629,CUST000160,8,Info,Cross-border transaction
TXN0003916,ACCT000209,CUST000269,8,Info,Cross-border transaction
TXN0003917,ACCT000366,CUST000282,8,Info,Cross-border transaction
TXN0003918,ACCT000268,CUST000165,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003919,ACCT000430,CUST000129,8,Info,Cross-border transaction
TXN0003920,ACCT000284,CUST000491,8,Info,Cross-border transaction
TXN0003921,ACCT000311,CUST000334,8,Info,Cross-border transaction
TXN0003922,ACCT000573,CUST000359,0,Info,No material AML indicators
TXN0003923,ACCT000388,CUST000085,8,Info,Cross-border transaction
TXN0003924,ACCT000396,CUST000400,8,Info,Cross-border transaction
TXN0003925,ACCT000564,CUST000033,0,Info,No material AML indicators
TXN0003926,ACCT000300,CUST000211,8,Info,Cross-border transaction
TXN0003927,ACCT000577,CUST000151,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003928,ACCT000504,CUST000298,8,Info,Cross-border transaction
TXN0003929,ACCT000619,CUST000253,8,Info,Cross-border transaction
TXN0003930,ACCT000321,CUST000307,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003931,ACCT000392,CUST000210,8,Info,Cross-border transaction
TXN0003932,ACCT000090,CUST000424,8,Info,Cross-border transaction
TXN0003933,ACCT000078,CUST000468,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003934,ACCT000076,CUST000270,8,Info,Cross-border transaction
TXN0003935,ACCT000444,CUST000326,0,Info,No material AML indicators
TXN0003936,ACCT000229,CUST000208,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003937,ACCT000203,CUST000139,8,Info,Cross-border transaction
TXN0003938,ACCT000423,CUST000328,8,Info,Cross-border transaction
TXN0003939,ACCT000279,CUST000354,0,Info,No material AML indicators
TXN0003940,ACCT000095,CUST000426,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003941,ACCT000391,CUST000373,8,Info,Cross-border transaction
TXN0003942,ACCT000386,CUST000408,8,Info,Cross-border transaction
TXN0003943,ACCT000098,CUST000340,8,Info,Cross-border transaction
TXN0003944,ACCT000189,CUST000380,8,Info,Cross-border transaction
TXN0003945,ACCT000167,CUST000102,8,Info,Cross-border transaction
TXN0003946,ACCT000487,CUST000457,8,Info,Cross-border transaction
TXN0003947,ACCT000175,CUST000248,8,Info,Cross-border transaction
TXN0003948,ACCT000020,CUST000263,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003949,ACCT000187,CUST000380,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0003950,ACCT000329,CUST000060,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003951,ACCT000539,CUST000218,0,Info,No material AML indicators
TXN0003952,ACCT000037,CUST000028,35,Low,Structuring pattern indicator; Repeated round-amount activity; Synthetic suspicious helper label present
TXN0003953,ACCT000617,CUST000422,8,Info,Cross-border transaction
TXN0003954,ACCT000232,CUST000062,8,Info,Cross-border transaction
TXN0003955,ACCT000240,CUST000019,8,Info,Cross-border transaction
TXN0003956,ACCT000011,CUST000203,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003957,ACCT000194,CUST000117,8,Info,Cross-border transaction
TXN0003958,ACCT000329,CUST000060,8,Info,Cross-border transaction
TXN0003959,ACCT000439,CUST000497,8,Info,Cross-border transaction
TXN0003960,ACCT000537,CUST000292,8,Info,Cross-border transaction
TXN0003961,ACCT000366,CUST000282,8,Info,Cross-border transaction
TXN0003962,ACCT000071,CUST000381,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003963,ACCT000274,CUST000013,8,Info,Cross-border transaction
TXN0003964,ACCT000515,CUST000268,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003965,ACCT000448,CUST000466,0,Info,No material AML indicators
TXN0003966,ACCT000409,CUST000398,27,Low,High-risk jurisdiction exposure; Synthetic suspicious helper label present
TXN0003967,ACCT000356,CUST000295,8,Info,Cross-border transaction
TXN0003968,ACCT000354,CUST000343,8,Info,Cross-border transaction
TXN0003969,ACCT000696,CUST000196,8,Info,Cross-border transaction
TXN0003970,ACCT000420,CUST000458,8,Info,Cross-border transaction
TXN0003971,ACCT000418,CUST000124,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003972,ACCT000236,CUST000279,8,Info,Cross-border transaction
TXN0003973,ACCT000344,CUST000004,8,Info,Cross-border transaction
TXN0003974,ACCT000498,CUST000490,8,Info,Cross-border transaction
TXN0003975,ACCT000601,CUST000104,8,Info,Cross-border transaction
TXN0003976,ACCT000546,CUST000238,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003977,ACCT000464,CUST000140,0,Info,No material AML indicators
TXN0003978,ACCT000545,CUST000297,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003979,ACCT000024,CUST000460,8,Info,Cross-border transaction
TXN0003980,ACCT000189,CUST000380,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0003981,ACCT000171,CUST000177,8,Info,Cross-border transaction
TXN0003982,ACCT000458,CUST000359,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003983,ACCT000528,CUST000350,8,Info,Cross-border transaction
TXN0003984,ACCT000104,CUST000247,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003985,ACCT000136,CUST000299,8,Info,Cross-border transaction
TXN0003986,ACCT000347,CUST000061,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0003987,ACCT000678,CUST000274,8,Info,Cross-border transaction
TXN0003988,ACCT000002,CUST000113,8,Info,Cross-border transaction
TXN0003989,ACCT000616,CUST000076,0,Info,No material AML indicators
TXN0003990,ACCT000136,CUST000299,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0003991,ACCT000188,CUST000123,8,Info,Cross-border transaction
TXN0003992,ACCT000443,CUST000100,0,Info,No material AML indicators
TXN0003993,ACCT000511,CUST000199,8,Info,Cross-border transaction
TXN0003994,ACCT000613,CUST000231,8,Info,Cross-border transaction
TXN0003995,ACCT000004,CUST000363,8,Info,Cross-border transaction
TXN0003996,ACCT000035,CUST000045,0,Info,No material AML indicators
TXN0003997,ACCT000335,CUST000128,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003998,ACCT000391,CUST000373,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0003999,ACCT000183,CUST000191,0,Info,No material AML indicators
TXN0004000,ACCT000446,CUST000065,8,Info,Cross-border transaction
TXN0004001,ACCT000186,CUST000220,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004002,ACCT000653,CUST000329,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004003,ACCT000125,CUST000104,8,Info,Cross-border transaction
TXN0004004,ACCT000459,CUST000306,8,Info,Cross-border transaction
TXN0004005,ACCT000372,CUST000236,8,Info,Cross-border transaction
TXN0004006,ACCT000073,CUST000120,8,Info,Cross-border transaction
TXN0004007,ACCT000424,CUST000485,8,Info,Cross-border transaction
TXN0004008,ACCT000103,CUST000005,33,Low,Mule-account style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004009,ACCT000378,CUST000123,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0004010,ACCT000446,CUST000065,8,Info,Cross-border transaction
TXN0004011,ACCT000051,CUST000302,8,Info,Cross-border transaction
TXN0004012,ACCT000151,CUST000465,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0004013,ACCT000207,CUST000206,8,Info,Cross-border transaction
TXN0004014,ACCT000650,CUST000435,8,Info,Cross-border transaction
TXN0004015,ACCT000155,CUST000123,8,Info,Cross-border transaction
TXN0004016,ACCT000645,CUST000035,8,Info,Cross-border transaction
TXN0004017,ACCT000374,CUST000161,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004018,ACCT000665,CUST000125,8,Info,Cross-border transaction
TXN0004019,ACCT000582,CUST000190,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004020,ACCT000206,CUST000408,8,Info,Cross-border transaction
TXN0004021,ACCT000392,CUST000210,8,Info,Cross-border transaction
TXN0004022,ACCT000502,CUST000415,8,Info,Cross-border transaction
TXN0004023,ACCT000055,CUST000278,0,Info,No material AML indicators
TXN0004024,ACCT000465,CUST000372,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004025,ACCT000322,CUST000353,8,Info,Cross-border transaction
TXN0004026,ACCT000025,CUST000307,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004027,ACCT000607,CUST000013,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004028,ACCT000186,CUST000220,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0004029,ACCT000612,CUST000248,8,Info,Cross-border transaction
TXN0004030,ACCT000145,CUST000305,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004031,ACCT000380,CUST000006,0,Info,No material AML indicators
TXN0004032,ACCT000260,CUST000001,8,Info,Cross-border transaction
TXN0004033,ACCT000626,CUST000123,8,Info,Cross-border transaction
TXN0004034,ACCT000668,CUST000391,8,Info,Cross-border transaction
TXN0004035,ACCT000540,CUST000118,8,Info,Cross-border transaction
TXN0004036,ACCT000592,CUST000488,8,Info,Cross-border transaction
TXN0004037,ACCT000539,CUST000218,0,Info,No material AML indicators
TXN0004038,ACCT000206,CUST000408,8,Info,Cross-border transaction
TXN0004039,ACCT000645,CUST000035,0,Info,No material AML indicators
TXN0004040,ACCT000372,CUST000236,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004041,ACCT000241,CUST000376,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004042,ACCT000135,CUST000384,35,Low,High-risk jurisdiction exposure; Cross-border transaction; Synthetic suspicious helper label present
TXN0004043,ACCT000497,CUST000428,0,Info,No material AML indicators
TXN0004044,ACCT000195,CUST000294,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004045,ACCT000457,CUST000109,8,Info,Cross-border transaction
TXN0004046,ACCT000046,CUST000444,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004047,ACCT000445,CUST000127,8,Info,Cross-border transaction
TXN0004048,ACCT000450,CUST000253,41,Medium,Rapid movement of funds; High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0004049,ACCT000368,CUST000441,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004050,ACCT000460,CUST000438,8,Info,Cross-border transaction
TXN0004051,ACCT000696,CUST000196,8,Info,Cross-border transaction
TXN0004052,ACCT000587,CUST000223,0,Info,No material AML indicators
TXN0004053,ACCT000308,CUST000499,8,Info,Cross-border transaction
TXN0004054,ACCT000611,CUST000433,21,Low,New beneficiary high-value payment; Synthetic suspicious helper label present
TXN0004055,ACCT000669,CUST000410,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004056,ACCT000113,CUST000320,8,Info,Cross-border transaction
TXN0004057,ACCT000252,CUST000109,8,Info,Cross-border transaction
TXN0004058,ACCT000521,CUST000130,8,Info,Cross-border transaction
TXN0004059,ACCT000361,CUST000258,0,Info,No material AML indicators
TXN0004060,ACCT000095,CUST000426,8,Info,Cross-border transaction
TXN0004061,ACCT000331,CUST000166,8,Info,Cross-border transaction
TXN0004062,ACCT000262,CUST000081,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004063,ACCT000518,CUST000040,8,Info,Cross-border transaction
TXN0004064,ACCT000361,CUST000258,8,Info,Cross-border transaction
TXN0004065,ACCT000098,CUST000340,0,Info,No material AML indicators
TXN0004066,ACCT000035,CUST000045,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004067,ACCT000202,CUST000191,8,Info,Cross-border transaction
TXN0004068,ACCT000110,CUST000060,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004069,ACCT000614,CUST000309,8,Info,Cross-border transaction
TXN0004070,ACCT000190,CUST000105,51,Medium,High-risk jurisdiction exposure; New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0004071,ACCT000445,CUST000127,8,Info,Cross-border transaction
TXN0004072,ACCT000090,CUST000424,8,Info,Cross-border transaction
TXN0004073,ACCT000310,CUST000190,8,Info,Cross-border transaction
TXN0004074,ACCT000654,CUST000169,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004075,ACCT000451,CUST000201,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004076,ACCT000202,CUST000191,8,Info,Cross-border transaction
TXN0004077,ACCT000524,CUST000445,8,Info,Cross-border transaction
TXN0004078,ACCT000351,CUST000085,35,Low,Structuring pattern indicator; Repeated round-amount activity; Synthetic suspicious helper label present
TXN0004079,ACCT000165,CUST000274,8,Info,Cross-border transaction
TXN0004080,ACCT000698,CUST000129,8,Info,Cross-border transaction
TXN0004081,ACCT000657,CUST000044,8,Info,Cross-border transaction
TXN0004082,ACCT000397,CUST000011,8,Info,Cross-border transaction
TXN0004083,ACCT000024,CUST000460,8,Info,Cross-border transaction
TXN0004084,ACCT000289,CUST000273,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004085,ACCT000360,CUST000349,37,Low,Account takeover style activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004086,ACCT000651,CUST000006,8,Info,Cross-border transaction
TXN0004087,ACCT000514,CUST000295,8,Info,Cross-border transaction
TXN0004088,ACCT000156,CUST000110,8,Info,Cross-border transaction
TXN0004089,ACCT000358,CUST000183,8,Info,Cross-border transaction
TXN0004090,ACCT000126,CUST000347,5,Info,Synthetic suspicious helper label present
TXN0004091,ACCT000332,CUST000078,0,Info,No material AML indicators
TXN0004092,ACCT000375,CUST000356,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004093,ACCT000357,CUST000238,22,Low,High-risk jurisdiction exposure
TXN0004094,ACCT000300,CUST000211,8,Info,Cross-border transaction
TXN0004095,ACCT000307,CUST000214,8,Info,Cross-border transaction
TXN0004096,ACCT000558,CUST000302,8,Info,Cross-border transaction
TXN0004097,ACCT000355,CUST000206,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004098,ACCT000030,CUST000037,8,Info,Cross-border transaction
TXN0004099,ACCT000519,CUST000380,8,Info,Cross-border transaction
TXN0004100,ACCT000433,CUST000170,0,Info,No material AML indicators
TXN0004101,ACCT000487,CUST000457,8,Info,Cross-border transaction
TXN0004102,ACCT000498,CUST000490,0,Info,No material AML indicators
TXN0004103,ACCT000122,CUST000023,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004104,ACCT000681,CUST000196,0,Info,No material AML indicators
TXN0004105,ACCT000694,CUST000042,8,Info,Cross-border transaction
TXN0004106,ACCT000103,CUST000005,8,Info,Cross-border transaction
TXN0004107,ACCT000154,CUST000233,8,Info,Cross-border transaction
TXN0004108,ACCT000173,CUST000477,8,Info,Cross-border transaction
TXN0004109,ACCT000677,CUST000373,8,Info,Cross-border transaction
TXN0004110,ACCT000653,CUST000329,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004111,ACCT000186,CUST000220,8,Info,Cross-border transaction
TXN0004112,ACCT000442,CUST000235,8,Info,Cross-border transaction
TXN0004113,ACCT000171,CUST000177,8,Info,Cross-border transaction
TXN0004114,ACCT000027,CUST000294,23,Low,High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0004115,ACCT000162,CUST000111,8,Info,Cross-border transaction
TXN0004116,ACCT000055,CUST000278,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004117,ACCT000594,CUST000231,23,Low,High-value transaction; Cross-border transaction; Synthetic suspicious helper label present
TXN0004118,ACCT000550,CUST000158,8,Info,Cross-border transaction
TXN0004119,ACCT000130,CUST000015,8,Info,Cross-border transaction
TXN0004120,ACCT000398,CUST000479,8,Info,Cross-border transaction
TXN0004121,ACCT000144,CUST000340,0,Info,No material AML indicators
TXN0004122,ACCT000396,CUST000400,8,Info,Cross-border transaction
TXN0004123,ACCT000628,CUST000442,8,Info,Cross-border transaction
TXN0004124,ACCT000616,CUST000076,8,Info,Cross-border transaction
TXN0004125,ACCT000584,CUST000463,8,Info,Cross-border transaction
TXN0004126,ACCT000169,CUST000380,35,Low,Structuring pattern indicator; Repeated round-amount activity; Synthetic suspicious helper label present
TXN0004127,ACCT000134,CUST000142,0,Info,No material AML indicators
TXN0004128,ACCT000113,CUST000320,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0004129,ACCT000089,CUST000405,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004130,ACCT000430,CUST000129,13,Low,Cross-border transaction; Synthetic suspicious helper label present
TXN0004131,ACCT000461,CUST000088,8,Info,Cross-border transaction
TXN0004132,ACCT000618,CUST000108,65,Medium,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004133,ACCT000064,CUST000052,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0004134,ACCT000186,CUST000220,8,Info,Cross-border transaction
TXN0004135,ACCT000510,CUST000043,0,Info,No material AML indicators
TXN0004136,ACCT000477,CUST000466,8,Info,Cross-border transaction
TXN0004137,ACCT000300,CUST000211,8,Info,Cross-border transaction
TXN0004138,ACCT000107,CUST000226,8,Info,Cross-border transaction
TXN0004139,ACCT000339,CUST000139,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004140,ACCT000121,CUST000011,8,Info,Cross-border transaction
TXN0004141,ACCT000375,CUST000356,0,Info,No material AML indicators
TXN0004142,ACCT000632,CUST000224,29,Low,New beneficiary high-value payment; Cross-border transaction; Synthetic suspicious helper label present
TXN0004143,ACCT000137,CUST000128,8,Info,Cross-border transaction
TXN0004144,ACCT000083,CUST000355,65,Medium,High-risk jurisdiction exposure; Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004145,ACCT000517,CUST000166,8,Info,Cross-border transaction
TXN0004146,ACCT000018,CUST000338,8,Info,Cross-border transaction
TXN0004147,ACCT000689,CUST000065,0,Info,No material AML indicators
TXN0004148,ACCT000543,CUST000176,43,Medium,Structuring pattern indicator; Repeated round-amount activity; Cross-border transaction; Synthetic suspicious helper label present
TXN0004149,ACCT000283,CUST000442,30,Low,High-risk jurisdiction exposure; Cross-border transaction
TXN0004150,ACCT000254,CUST000138,8,Info,Cross-border transaction
TXN0004151,ACCT000271,CUST000166,8,Info,Cross-border transaction
TXN0004152,ACCT000278,CUST000055,8,Info,Cross-border transaction
TXN0004153,ACCT000588,CUST000224,8,Info,Cross-border transaction
TXN0004154,ACCT000560,CUST000189,8,Info,Cross-border transaction
